Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Benin,BEN,2015,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.31501182120876
Benin,BEN,2014,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.05420993262565
Benin,BEN,2013,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.87863747034178
Benin,BEN,2012,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.52705777534964
Benin,BEN,2011,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.50844050449931
Benin,BEN,2010,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.561144748003047
Benin,BEN,2009,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.193121764606276
Benin,BEN,2008,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.492562990177947
Benin,BEN,2007,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.70386973478895
Benin,BEN,2006,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.175764667500162
Benin,BEN,2005,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.133820369489742
Benin,BEN,2004,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.658688596039682
Benin,BEN,2003,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.198870349303422
Benin,BEN,2002,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.462423415216642
Benin,BEN,2001,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.456588183737808
Benin,BEN,2000,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.36349075931042
Benin,BEN,1999,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.253298446675962
Benin,BEN,1998,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.46002921041369
Benin,BEN,1997,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.537109663360586
Benin,BEN,1996,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.620945814843519
Benin,BEN,1995,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.356668640063887
Benin,BEN,1994,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.444751623578263
Benin,BEN,1993,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.951216875624251
Benin,BEN,1992,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.056291442095627
Benin,BEN,1991,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0198255555852336
Benin,BEN,1990,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.150760018353931
Benin,BEN,1989,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.0744505328917815
Benin,BEN,1988,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-1.3369598677605
Benin,BEN,1987,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.00640035953471579
Benin,BEN,1986,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0823290421830946
Benin,BEN,1985,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.00860656969427103
Benin,BEN,1984,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.00108861307898807
Benin,BEN,1983,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.000958313376674838
Benin,BEN,1982,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.000960153628916556
Benin,BEN,1981,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.161898100527333
Benin,BEN,1980,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.307173113226367
Benin,BEN,1979,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.300788216101374
Benin,BEN,1978,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0811072679807101
Benin,BEN,1977,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.416775214145626
Benin,BEN,1976,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.351140007882187
Benin,BEN,1975,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.279190960980148
Benin,BEN,1974,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.422446550980961
Benin,BEN,1973,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.69392665099164
Benin,BEN,1972,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.16978485053446
Benin,BEN,1971,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.835638702567895
Benin,BEN,1970,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.00822645391888
Benin,BEN,2022,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.5
Benin,BEN,2021,Access to electricity (% of population),EG.ELC.ACCS.ZS,42
Benin,BEN,2020,Access to electricity (% of population),EG.ELC.ACCS.ZS,41
Benin,BEN,2019,Access to electricity (% of population),EG.ELC.ACCS.ZS,40
Benin,BEN,2018,Access to electricity (% of population),EG.ELC.ACCS.ZS,39
Benin,BEN,2017,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.5
Benin,BEN,2016,Access to electricity (% of population),EG.ELC.ACCS.ZS,37
Benin,BEN,2015,Access to electricity (% of population),EG.ELC.ACCS.ZS,29.6
Benin,BEN,2014,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.1
Benin,BEN,2013,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.7
Benin,BEN,2012,Access to electricity (% of population),EG.ELC.ACCS.ZS,38.4
Benin,BEN,2011,Access to electricity (% of population),EG.ELC.ACCS.ZS,36.9
Benin,BEN,2010,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.2
Benin,BEN,2009,Access to electricity (% of population),EG.ELC.ACCS.ZS,30
Benin,BEN,2008,Access to electricity (% of population),EG.ELC.ACCS.ZS,29
Benin,BEN,2007,Access to electricity (% of population),EG.ELC.ACCS.ZS,28
Benin,BEN,2006,Access to electricity (% of population),EG.ELC.ACCS.ZS,27.9
Benin,BEN,2005,Access to electricity (% of population),EG.ELC.ACCS.ZS,26.1
Benin,BEN,2004,Access to electricity (% of population),EG.ELC.ACCS.ZS,25.2
Benin,BEN,2003,Access to electricity (% of population),EG.ELC.ACCS.ZS,24.3
Benin,BEN,2002,Access to electricity (% of population),EG.ELC.ACCS.ZS,23.4
Benin,BEN,2001,Access to electricity (% of population),EG.ELC.ACCS.ZS,21.9
Benin,BEN,2000,Access to electricity (% of population),EG.ELC.ACCS.ZS,21.5
Benin,BEN,1999,Access to electricity (% of population),EG.ELC.ACCS.ZS,20.5620422363281
Benin,BEN,1998,Access to electricity (% of population),EG.ELC.ACCS.ZS,19.578254699707
Benin,BEN,1997,Access to electricity (% of population),EG.ELC.ACCS.ZS,18.5896263122559
Benin,BEN,1996,Access to electricity (% of population),EG.ELC.ACCS.ZS,14.5
Benin,BEN,2021,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,54.5
Benin,BEN,2020,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,46.2
Benin,BEN,2019,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,46.5
Benin,BEN,2018,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,44
Benin,BEN,2017,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,45.4
Benin,BEN,2016,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,45.4
Benin,BEN,2015,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,49.9
Benin,BEN,2014,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,51
Benin,BEN,2013,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,52
Benin,BEN,2012,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,50.3
Benin,BEN,2011,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,48.7
Benin,BEN,2010,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,47.2
Benin,BEN,2009,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,52.8
Benin,BEN,2008,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,54.8
Benin,BEN,2007,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,54.5
Benin,BEN,2006,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,57.3
Benin,BEN,2005,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,59.2
Benin,BEN,2004,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,60.7
Benin,BEN,2003,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,61.7
Benin,BEN,2002,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,64
Benin,BEN,2001,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,66.9
Benin,BEN,2000,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,70.3
Benin,BEN,1999,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,76.9
Benin,BEN,1998,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.6
Benin,BEN,1997,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,80.6
Benin,BEN,1996,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,84.2
Benin,BEN,1995,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,94.8
Benin,BEN,1994,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,95
Benin,BEN,1993,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,95
Benin,BEN,1992,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,94.8
Benin,BEN,1991,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,95
Benin,BEN,1990,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,93.7
Benin,BEN,2009,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,0.858274799264925
Benin,BEN,2015,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,1.25107700551382
Benin,BEN,2000,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,1.63274660913926
Benin,BEN,1990,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,2.13407112678336
Benin,BEN,2015,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,6.00319532160345
Benin,BEN,2000,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,6.32537343293353
Benin,BEN,1990,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,6.73388074841247
Benin,BEN,2015,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,7.25427232711728
Benin,BEN,2000,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,7.9581200420728
Benin,BEN,1990,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,8.86795187519582
Benin,BEN,2021,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2020,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2019,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2018,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2017,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2016,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2015,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2014,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2013,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2012,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2011,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2010,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2009,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2008,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2007,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2006,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2005,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2004,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2003,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2002,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2001,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.13
Benin,BEN,2000,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1333482143
Benin,BEN,1999,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1366964286
Benin,BEN,1998,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1400446429
Benin,BEN,1997,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1433928571
Benin,BEN,1996,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1467410714
Benin,BEN,1995,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1500892857
Benin,BEN,1994,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1534375
Benin,BEN,1993,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1486
Benin,BEN,1992,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1437625
Benin,BEN,1991,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.138925
Benin,BEN,1990,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1340875
Benin,BEN,1989,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.12927
Benin,BEN,1988,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1244525
Benin,BEN,1987,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.119635
Benin,BEN,1986,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.1148175
Benin,BEN,1985,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.11
Benin,BEN,2021,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2020,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2019,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2018,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2017,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2016,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2015,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2014,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2013,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2012,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2011,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2010,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2009,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2008,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2007,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2006,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2005,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2004,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2003,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2002,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2001,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.2621359223301
Benin,BEN,2000,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.29464285728155
Benin,BEN,1999,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.32714979223301
Benin,BEN,1998,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.35965672718447
Benin,BEN,1997,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.39216366116505
Benin,BEN,1996,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.4246705961165
Benin,BEN,1995,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.45717753106796
Benin,BEN,1994,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.48968446601942
Benin,BEN,1993,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.44271844660194
Benin,BEN,1992,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.39575242718447
Benin,BEN,1991,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.34878640776699
Benin,BEN,1990,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.30182038834951
Benin,BEN,1989,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.25504854368932
Benin,BEN,1988,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.20827669902913
Benin,BEN,1987,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.16150485436893
Benin,BEN,1986,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.11473300970874
Benin,BEN,1985,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.06796116504854
Benin,BEN,2022,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,29.6433258
Benin,BEN,2021,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,29.64332581
Benin,BEN,2020,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,29.60462
Benin,BEN,2019,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,29.60411
Benin,BEN,2018,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,29.6233712049703
Benin,BEN,2017,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,29.6233712049703
Benin,BEN,2016,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,28.87
Benin,BEN,2022,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,0
Benin,BEN,2021,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,0
Benin,BEN,2020,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,0
Benin,BEN,2019,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,0
Benin,BEN,2018,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,0
Benin,BEN,2017,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,0
Benin,BEN,2022,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,23.4877701634479
Benin,BEN,2021,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,23.4877701634479
Benin,BEN,2020,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,23.4571061105145
Benin,BEN,2019,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,23.4567008171927
Benin,BEN,2018,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,23.4719085609043
Benin,BEN,2017,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,23.4719085609043
Benin,BEN,2016,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,28.8719449693959
Benin,BEN,2019,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,149
Benin,BEN,2023,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.7
Benin,BEN,2022,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.6
Benin,BEN,2021,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.5
Benin,BEN,2020,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.4
Benin,BEN,2019,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.4
Benin,BEN,2018,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2017,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2016,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2015,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2014,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2013,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2012,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2011,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2010,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2009,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2008,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2007,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2006,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3
Benin,BEN,2005,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.4
Benin,BEN,2023,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,25.4020258817765
Benin,BEN,2022,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.8964460711789
Benin,BEN,2021,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,28.5289506098592
Benin,BEN,2020,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.1091750361118
Benin,BEN,2019,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.8758016258337
Benin,BEN,2018,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,28.0647739127077
Benin,BEN,2017,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,28.4890165273264
Benin,BEN,2016,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.7536354980493
Benin,BEN,2015,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.3920850925037
Benin,BEN,2014,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,25.6184529738008
Benin,BEN,2013,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,25.2754046390823
Benin,BEN,2012,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,25.7689758312295
Benin,BEN,2011,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,25.7970008253273
Benin,BEN,2010,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,25.8411354962681
Benin,BEN,2009,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.9789553760994
Benin,BEN,2008,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.8261561852139
Benin,BEN,2007,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.9710869666408
Benin,BEN,2006,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.631803428758
Benin,BEN,2005,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.6894285026991
Benin,BEN,2004,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.5208492800284
Benin,BEN,2003,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,24.4539837351198
